alt,src,price,target
"FALDA UNICOLOR C COSTADOS ENCARRUJADOS, H&O TRYBU, LILA, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h5f/hb9/11366504562718/16702812-0_product_300Wx450H,"$15,00",mujer
"BLUSA ML C ENCARRUJADO, H&O TRYBU, ROJO, 92% POLIESTER 8% ELASTANO",https://images.deprati.com.ec/sys-master/images/ha4/h7e/11366442205214/16702888-0_product_300Wx450H,"$14,00",mujer
"CAMISETA TIRAS UNICOLOR, H&O, NEGRO, 94% POLIESTER 6% ELASTANO",https://images.deprati.com.ec/sys-master/images/h8b/hed/11366422675486/16695730-0_product_300Wx450H,"$10,00",mujer
"PANTALON RECTO UNICOLOR, H&O TRYBU, NEGRO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h74/h20/11366491127838/16702718-0_product_300Wx450H,"$23,99",mujer
"BLUSA HALTER CUADROS CON BORDADO  , ISABELLA, NEGRO COMBINADO, 100% Poliéster, Size XXL",https://images.deprati.com.ec/sys-master/images/h34/h52/11325014114334/16703585-0_product_300Wx450H,"$15,00",mujer
"CAMISERO ML UNICOLOR, H&O, ROJO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h92/h81/11397184356382/16696061-0_product_300Wx450H,"$29,99",mujer
"BLAZER MS CON 6 BOTONES, EXPRESSIONS, NEGRO, 79% POLIESTER 17% VISCOSA 4% ELASTANO, Size L",https://images.deprati.com.ec/sys-master/images/h04/h0f/11321454297118/16712409-0_product_300Wx450H,"$59,99",mujer
"BLUSA M34 CUELLO REDONDO, EXPRESSIONS, NEGRO, 100% Poliéster, Size S",https://images.deprati.com.ec/sys-master/images/hc6/h75/11321445220382/16712395-0_product_300Wx450H,"$18,00",mujer
"BLUSA MS CUELLO ALTO, ISABELLA, LILA, 100% Poliéster, Size M",https://images.deprati.com.ec/sys-master/images/h5a/h08/11323832467486/16701625-0_product_300Wx450H,"$29,99",mujer
"PANTALON WIDE LEG UNICOLOR, H&O TRYBU, TERRACOTA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h05/h26/11493726421022/16755890-0_product_300Wx450H,"$26,39",mujer
"FALDA C ABERTURA UNICOLOR, H&O TRYBU, VERDE LIMON, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h16/h24/11493603672094/16707950-0_product_300Wx450H,"$12,00",mujer
"CARDIGAN UNICOLOR C BOTONES, H&O, BEIGE, 100% algodón",https://images.deprati.com.ec/sys-master/images/h00/hec/11483247378462/16786424-0_product_300Wx450H,"$29,99",mujer
"BLUSA MLG PRINT FLORES, H&O TRYBU, BLANCO COMBINADO, 100% rayón",https://images.deprati.com.ec/sys-master/images/ha5/h3d/11483082194974/16767200-0_product_300Wx450H,"$29,99",mujer
"SHORT CARGO UNICOLOR, H&O TRYBU, MENTA, 98% ALGODÓN  2% ELASTANO",https://images.deprati.com.ec/sys-master/images/hb7/h8f/11483086389278/16767272-0_product_300Wx450H,"$28,78",mujer
"SWEATER ESTAMPADO, H&O, ARENA, 100% ACRILICO",https://images.deprati.com.ec/sys-master/images/h0b/hc2/11482756644894/16731049-0_product_300Wx450H,"$27,99",mujer
"PANTALON FLARE CUADROS, H&O TRYBU, NEGRO COMBINADO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/hec/h92/11483254980638/16789768-0_product_300Wx450H,"$19,20",mujer
"BLUSA ML SMCRP UNICOLOR, H&O TRYBU, TERRACOTA, 60% ALGODÓN 40% POLIESTER",https://images.deprati.com.ec/sys-master/images/h1a/h76/11473341513758/16756616-0_product_300Wx450H,"$35,99",mujer
"BLUSA CORSET CUADROS, H&O TRYBU, BEIGE COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hde/hf4/11474009554974/16797573-0_product_300Wx450H,"$27,99",mujer
"CAMISERO CUADROS, H&O TRYBU, ROSADO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hef/h7d/11473338171422/16755727-0_product_300Wx450H,"$35,99",mujer
"SHORT PRINT FLORES, H&O TRYBU, BLANCO COMBINADO, 98% ALGODÓN  2% ELASTANO",https://images.deprati.com.ec/sys-master/images/h83/h7e/11473391353886/16767257-0_product_300Wx450H,"$23,99",mujer
"BLUSA TIR C ENCARRUJADO PRINT, H&O TRYBU, PALO ROSA COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h7e/h5f/11473582063646/16767933-0_product_300Wx450H,"$23,99",mujer
"CAMISETA AJUSTADA UNICOLOR, H&O TRYBU, HABANO, 64% POLIESTER 34% ALGODÓN 2% ELASTANO",https://images.deprati.com.ec/sys-master/images/h5a/hfa/11464073773086/16755721-0_product_300Wx450H,"$19,99",mujer
"BLUSA ML PRINT, H&O, ARENA, 100% rayón",https://images.deprati.com.ec/sys-master/images/h1e/hbd/11462166380574/16778384-0_product_300Wx450H,"$29,99",mujer
"BUZO UNICOLOR CON ARGOLLA, H&O, TERRACOTA, 100% VISCOSA",https://images.deprati.com.ec/sys-master/images/hb3/h89/11462134235166/16746074-0_product_300Wx450H,"$29,99",mujer
"CAMISETA ESTAMPADA MC, H&O TRYBU, KAKI, 100% algodón",https://images.deprati.com.ec/sys-master/images/h9b/h51/11455669272606/16764002-0_product_300Wx450H,"$15,99",mujer
"CHAQUETA POLAR SMCRP, H&O TRYBU, CRUDO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h08/hda/11455637913630/16757915-0_product_300Wx450H,"$39,98",mujer
"BLUSA ML MANGAS BOMBACHAS CUELLO REDONDO, ISABELLA, AZUL MEDIO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h8a/h67/11451271544862/16701828-0_product_300Wx450H,"$39,98",mujer
"SWEATER CUELLO ALTO, H&O, CRUDO, 100% ACRILICO",https://images.deprati.com.ec/sys-master/images/h92/h68/11447071703070/16746048-0_product_300Wx450H,"$29,99",mujer
"BUZO UNICOLOR CUT OUT, H&O, VERDE OLIVA, 100% algodón",https://images.deprati.com.ec/sys-master/images/h11/h57/11447089397790/16749276-0_product_300Wx450H,"$29,99",mujer
"BUZO UNICOLOR, H&O, VERDE OLIVA, 100% algodón",https://images.deprati.com.ec/sys-master/images/hf8/h48/11446954688542/16731162-0_product_300Wx450H,"$29,99",mujer
"BLUSA CUTOUT ENCARRUJADO, H&O TRYBU, VERDE COMBINADO, 100% rayón",https://images.deprati.com.ec/sys-master/images/h68/ha7/11441654300702/16756654-0_product_300Wx450H,"$27,99",mujer
"CAMISETA ML CRUZADA UNICOLOR, H&O TRYBU, VERDE AGUA, 95% ALGODÓN 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h92/h7c/11441889640478/16774583-0_product_300Wx450H,"$15,99",mujer
"CAMISETA CROP ML C APLIQUE, H&O TRYBU, CRUDO, 96% POLIESTER 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/h03/hfa/11441621696542/16755610-0_product_300Wx450H,"$27,99",mujer
"CHAQUETA UNICOLOR C AJUSTE, H&O TRYBU, HABANO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hf5/hbb/11442601328670/16757908-0_product_300Wx450H,"$45,99",mujer
"SHORT UNICOLOR, H&O TRYBU, VERDE OSCURO, 100% VISCOSA",https://images.deprati.com.ec/sys-master/images/h34/h1e/11441941610526/16767239-0_product_300Wx450H,"$22,39",mujer
"CAMISETA MC SMCRP PRINT, H&O TRYBU, NEGRO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hbc/h44/11442666831902/16774568-0_product_300Wx450H,"$13,99",mujer
"SHORT PRINT FLORES, H&O TRYBU, NARANJA COMBINADO, 100% rayón",https://images.deprati.com.ec/sys-master/images/hd9/he6/11442621415454/16767226-0_product_300Wx450H,"$19,20",mujer
"BLUSA ML C APERTUTA PRINT FLORES, H&O TRYBU, ARENA COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h60/h94/11442646351902/16766947-0_product_300Wx450H,"$35,99",mujer
"CAMISETA TIRAS SMCRP UNICOLOR, H&O TRYBU, CRUDO, 95% ALGODÓN 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h4c/ha1/11442662965278/16774563-0_product_300Wx450H,"$13,99",mujer
"CHAQUETA C CUELLO ALTO UNICOLOR, H&O TRYBU, VERDE AGUA, 100% algodón",https://images.deprati.com.ec/sys-master/images/h70/h26/11441770823710/16764026-0_product_300Wx450H,"$45,99",mujer
"CAMISETA MC UNICOLOR, H&O TRYBU, CRUDO, 96% POLIESTER 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/h3a/hfb/11488862404638/16755611-0_product_300Wx450H,"$15,99",mujer
"JEAN LARGO SKINNY CON CORTES, ISABELLA, NEGRO, 57% COTTON 38% POLYESTER 5% ELASTANE",https://images.deprati.com.ec/sys-master/images/hcf/hce/11441353654302/16701865-0_product_300Wx450H,"$28,78",mujer
"BLUSA ML CON DETALLE EN CUELLO Y MANGAS, EXPRESSIONS, ROJO COMBINADO, 100% rayon",https://images.deprati.com.ec/sys-master/images/h10/he0/11442202902558/16709925-0_product_300Wx450H,"$35,99",mujer
"CARDIGAN UNICOLOR, H&O, TERRACOTA, 100% ACRILICO",https://images.deprati.com.ec/sys-master/images/h1c/h89/11430347309086/16746085-0_product_300Wx450H,"$35,99",mujer
"CARDIGAN UNICOLOR, H&O, CRUDO, 100% ACRILICO",https://images.deprati.com.ec/sys-master/images/hf2/he6/11412284538910/16746164-0_product_300Wx450H,"$29,99",mujer
"SWEATER UNICOLOR, H&O, KAKI, 100% ACRILICO",https://images.deprati.com.ec/sys-master/images/h61/ha4/11412277755934/16746155-0_product_300Wx450H,"$29,99",mujer
"BODY TIRAS UNICOLOR, H&O, VERDE OLIVA, 65% Poliester  35% Algodón",https://images.deprati.com.ec/sys-master/images/hec/hc4/11412213268510/16740643-0_product_300Wx450H,"$10,00",mujer
"FALDA PLISADA CUADROS C CADENA, H&O TRYBU, NARANJA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hdf/hd1/11411653853214/16708486-0_product_300Wx450H,"$35,99",mujer
"BLUSA MC CON RUCHE, H&O, NARANJA, 100% rayón",https://images.deprati.com.ec/sys-master/images/h76/h76/11404496732190/16719395-0_product_300Wx450H,"$23,99",mujer
"BLUSA ML PRINT CON VUELOS, H&O, VERDE COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h68/h0a/11408126902302/16745983-0_product_300Wx450H,"$29,99",mujer
"BLUSA TIRAS SATIN, H&O, ROSADO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h65/h15/11407765930014/16699027-0_product_300Wx450H,"$19,99",mujer
"BLUSA ML CON AJUSTE DELANTERO, H&O, TERRACOTA, 64% poliéster 34% algodón 2% elastano",https://images.deprati.com.ec/sys-master/images/h76/hc0/11408115466270/16745726-0_product_300Wx450H,"$27,99",mujer
"BLUSA M34 PRINT, H&O, CELESTE COMBINADO, 96% POLIESTER 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/h2f/h5c/11404082151454/16745790-0_product_300Wx450H,"$29,99",mujer
"BLUSA SISA CON CRUCE, H&O, ARENA, 100% algodón",https://images.deprati.com.ec/sys-master/images/h2e/h84/11403666522142/16745872-0_product_300Wx450H,"$23,99",mujer
"BLUSA MC CON RUCHES FRONTALES, H&O, VERDE AGUA, 100% rayon",https://images.deprati.com.ec/sys-master/images/hfd/h37/11401183232030/16740715-0_product_300Wx450H,"$27,99",mujer
"BLUSA MS CUELLO REDONDO, ISABELLA, NARANJA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hfd/h7a/11409870094366/16701764-0_product_300Wx450H,"$29,99",mujer
"FALDA CORTA PRINT, H&O, MELON COMBINADO, 87% poliéster, 12% Rayón 1% Elastano",https://images.deprati.com.ec/sys-master/images/h57/h34/11403752734750/16771909-0_product_300Wx450H,"$25,98",mujer
"BLUSA TIRAS SEDA FRIA, H&O, TERRACOTA, 96% POLIESTER 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/h37/ha1/11403792121886/16770135-0_product_300Wx450H,"$19,99",mujer
"BLUSA TIRAS PRINT, H&O, TAUPE COMBINADO, 100% VISCOSA",https://images.deprati.com.ec/sys-master/images/h5f/hf9/11404539068446/16745862-0_product_300Wx450H,"$23,99",mujer
"BLUSA HALTER CON CADENA, H&O, VERDE AGUA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h7a/h37/11403663310878/16745836-0_product_300Wx450H,"$19,99",mujer
"BLUSA MC PRINT, H&O, CAFÉ COMBINADO, 90% Poliester 10% Elastano",https://images.deprati.com.ec/sys-master/images/hbb/h5b/11404085493790/16745810-0_product_300Wx450H,"$23,99",mujer
"SWEATER UNICOLOR, H&O, GRIS JASPE, 100% algodón",https://images.deprati.com.ec/sys-master/images/hcd/h75/11403577491486/16731107-0_product_300Wx450H,"$29,99",mujer
"SWEATER CUELLO ALTO UNICOLOR, H&O, CRUDO, 65% Poliester  35% Algodón",https://images.deprati.com.ec/sys-master/images/hb6/h5e/11404821331998/16730804-0_product_300Wx450H,"$29,99",mujer
"CARDIGAN UNICOLOR, H&O, CRUDO, 100% algodón",https://images.deprati.com.ec/sys-master/images/ha8/hcf/11408050716702/16731339-0_product_300Wx450H,"$29,99",mujer
"BLUSA ONE SHOULDER TEXTURA, H&O, TERRACOTA COMBINADO, 100% rayón",https://images.deprati.com.ec/sys-master/images/h40/hd8/11403486953502/16719219-0_product_300Wx450H,"$23,99",mujer
"BLUSA MC PRINT CON VUELOS, H&O, GRIS COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h7c/h72/11403394088990/16695981-0_product_300Wx450H,"$23,99",mujer
"BLUSA ML  CROP, H&O, GRIS COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hc9/hc5/11404071829534/16696037-0_product_300Wx450H,"$27,99",mujer
"BLUSA MC UNICOLOR, H&O, TERRACOTA, 90% Poliester 10% Elastano",https://images.deprati.com.ec/sys-master/images/h0a/h86/11401207119902/16745827-0_product_300Wx450H,"$23,99",mujer
"BLUSA ML UNICOLOR, H&O, VERDE LIMON, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h4a/h12/11388042706974/16742965-0_product_300Wx450H,"$27,99",mujer
"BLUSA MC PRINT, H&O, VERDE COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h66/h64/11388033237022/16742873-0_product_300Wx450H,"$27,99",mujer
"CAMISETA TIRAS C DETALLE, H&O TRYBU, ARENA, 87% POLIESTER 13%ELASTANO",https://images.deprati.com.ec/sys-master/images/h53/hbf/11401571500062/16707195-0_product_300Wx450H,"$19,99",mujer
"BLUSA NIDO OFFSHOULDER, H&O TRYBU, CORAL, 100% algodón",https://images.deprati.com.ec/sys-master/images/hb9/hee/11401591980062/16708674-0_product_300Wx450H,"$23,99",mujer
"VESTIDO MC CUADROS, H&O, NARANJA COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h7f/hb9/11387667152926/16695741-0_product_300Wx450H,"$29,99",mujer
"BLUSA TIRAS PEPLUM, ISABELLA, NARANJA, 90% ALGODON 10% VISCOSA",https://images.deprati.com.ec/sys-master/images/hef/h20/11379986628638/16701723-0_product_300Wx450H,"$15,00",mujer
"BLUSA MC ESTAMPADA, H&O, MELON COMBINADO, 96% POLIESTER 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/h09/h07/11397366382622/16772021-0_product_300Wx450H,"$23,99",mujer
"CAMISERO TEXTURA ENCARRUJADO, H&O TRYBU, CAFE, 91%POLIESTER 9%ELASTANO",https://images.deprati.com.ec/sys-master/images/h44/hbb/11396826890270/16760966-0_product_300Wx450H,"$12,00",mujer
"BLUSA ML, H&O, AZUL, 66% VISCOSA 31% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h5c/h90/11397199724574/16722373-0_product_300Wx450H,"$27,99",mujer
"FALDA PRINT FLORES , H&O TRYBU, CORAL COMBINADO, 100% VISCOSA",https://images.deprati.com.ec/sys-master/images/hf1/h87/11401595551774/16708882-0_product_300Wx450H,"$29,99",mujer
"BUZO ML UNICOLOLR, H&O, NEGRO, 100% ACRILICO",https://images.deprati.com.ec/sys-master/images/hfd/hf7/11395392667678/16696031-0_product_300Wx450H,"$23,99",mujer
"BLUSA ML CUADROS, H&O, NARANJA COMBINADO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hf0/h23/11366429949982/16695914-0_product_300Wx450H,"$27,99",mujer
"PANTALON PALAZZO CUADROS, H&O, NARANJA COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h1f/h00/11330663907358/16695744-0_product_300Wx450H,"$28,78",mujer
"BLUSA MC MESH CON NIDO DE ABEJA, H&O, TERRACOTA, 90% Poliester 10% Elastano",https://images.deprati.com.ec/sys-master/images/h77/hae/11384511299614/16745875-0_product_300Wx450H,"$27,99",mujer
"CHAQUETA DENIM ESTAMPADA, H&O, CRUDO COMBINADO, 97% ALGODÓN  3% ELASTANO",https://images.deprati.com.ec/sys-master/images/hd9/ha2/11377921556510/16695431-0_product_300Wx450H,"$45,99",mujer
"CAMISERO ML TEXTURA, H&O TRYBU, CRUDO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h1d/h4e/11383118463006/16703098-0_product_300Wx450H,"$35,99",mujer
"BLAZER SMCRP CUADROS, H&O TRYBU, VERDE OLIVA COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/ha3/h8b/11383194517534/16708538-0_product_300Wx450H,"$39,98",mujer
"JEAN STRAIGHT, H&O, CRUDO COMBINADO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h92/he5/11378047156254/16723434-0_product_300Wx450H,"$31,99",mujer
"BLUSA M34, H&O, NEGRO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h1d/ha3/11385655853086/16695618-0_product_300Wx450H,"$15,00",mujer
MEDIDAS APROXIMADAS ALTO ANCHO  PROFUNDIDAD 18 cm 22 cm 8 cm MATERIAL MATERIAL FORRO SINTETICO POL,https://images.deprati.com.ec/sys-master/images/h72/hbe/11382340616222/16693348-0_product_300Wx450H,"$59,99",mujer
MEDIDAS APROXIMADAS ALTO ANCHO  PROFUNDIDAD 18 cm 21 cm 7 cm MATERIAL MATERIAL FORRO SINTETICO POL,https://images.deprati.com.ec/sys-master/images/h04/h50/11382338191390/16693320-0_product_300Wx450H,"$49,99",mujer
MEDIDAS APROXIMADAS ALTO ANCHO  PROFUNDIDAD 17 cm 19 cm 7 cm MATERIAL MATERIAL FORRO SINTETICO POL,https://images.deprati.com.ec/sys-master/images/h8b/hba/11382345269278/16693377-0_product_300Wx450H,"$44,99",mujer
MEDIDAS APROXIMADAS ALTO ANCHO  PROFUNDIDAD 18 cm 22 cm 7 cm MATERIAL MATERIAL FORRO SINTETICO POL,https://images.deprati.com.ec/sys-master/images/h29/hf4/11382336880670/16693319-0_product_300Wx450H,"$44,99",mujer
"PANTALON LARGO RECTO CON 6 BOTONES, ISABELLA, VERDE LIMON, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h08/hcf/11356145942558/16701923-0_product_300Wx450H,"$18,00",mujer
"PANTALON RECTO UNICOLOR, H&O TRYBU, ARENA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h90/hfe/11431967195166/16707405-0_product_300Wx450H,"$26,39",mujer
"BLUSA ML CUADROS, H&O TRYBU, AZUL COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/he1/h99/11376315924510/16707573-0_product_300Wx450H,"$23,99",mujer
"BLUSA C APERTURA MC , H&O TRYBU, CRUDO, 86%VISCOSA 14%NYLON",https://images.deprati.com.ec/sys-master/images/h03/h22/11376320872478/16707644-0_product_300Wx450H,"$23,99",mujer
"FALDA EN A DE FLORES, EXPRESSIONS, AZUL COMBINADO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h23/h66/11383212638238/16709734-0_product_300Wx450H,"$35,99",mujer
"CAMISETA SISA UNICOLOR, H&O, VERDE AGUA, 96% POLIESTER 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/h49/h60/11340527697950/16695466-0_product_300Wx450H,"$15,99",mujer
"BLUSA MESH UNICOLOR, H&O, VERDE OLIVA, 94%NYLON 6%ELASTANO",https://images.deprati.com.ec/sys-master/images/hcf/h68/11397223579678/16695448-0_product_300Wx450H,"$27,99",mujer
"BLUSA ML PRINT CON AMARRE, H&O, CRUDO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h4d/hf4/11372295520286/16696104-0_product_300Wx450H,"$29,99",mujer
MEDIDAS APROXIMADAS ALTO ANCHO  PROFUNDIDAD 19 cm 18 cm 8 cm MATERIAL MATERIAL FORRO SINTETICO POL,https://images.deprati.com.ec/sys-master/images/h4b/he8/11381263925278/16693354-0_product_300Wx450H,"$59,99",mujer
MEDIDAS APROXIMADAS ALTO ANCHO  PROFUNDIDAD 18 cm 19 cm 7 cm MATERIAL MATERIAL FORRO SINTETICO POL,https://images.deprati.com.ec/sys-master/images/h10/h44/11381260058654/16693323-0_product_300Wx450H,"$39,98",mujer
"JEAN STRAIGHT, H&O, CRUDO COMBINADO, 98% algodón 2% elastano",https://images.deprati.com.ec/sys-master/images/h77/hec/11374505885726/16723485-0_product_300Wx450H,"$28,78",mujer
"CAMISETA SISA UNICOLOR, H&O, ROSADO, 92% POLIESTER 8% ELASTANO",https://images.deprati.com.ec/sys-master/images/h20/he9/11379938721822/16695471-0_product_300Wx450H,"$15,99",mujer
"BLUSA MC CUELLO REDONDO CON PEQUEÑOS TABLONES, EXPRESSIONS, CRUDO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/ha3/hce/11378013110302/16710073-0_product_300Wx450H,"$35,99",mujer
"PULLOVER CUELLO POLO, H&O, ARENA, 65% Poliester  35% Algodón",https://images.deprati.com.ec/sys-master/images/h28/h7f/11374470627358/16696033-0_product_300Wx450H,"$27,99",mujer
"BLUSA ML ESTAMPADA, H&O, ARENA COMBINADO, 90% Poliester 10% Elastano",https://images.deprati.com.ec/sys-master/images/had/hb4/11362671951902/16695903-0_product_300Wx450H,"$14,00",mujer
"SHORT CON GUARDAPOLVO UNICOLOR, H&O, VERDE OLIVA, 100% algodón",https://images.deprati.com.ec/sys-master/images/h47/haf/11340670566430/16723363-0_product_300Wx450H,"$22,39",mujer
"FALDA TABLONES UNICOLOR , H&O TRYBU, VERDE OLIVA, 98% algodón 2% elastano",https://images.deprati.com.ec/sys-master/images/h4d/ha9/11376339812382/16708709-0_product_300Wx450H,"$29,99",mujer
"ENTERIZO CORTO DE TIRAS, H&O, NARANJA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h46/h3d/11387616034846/16695781-0_product_300Wx450H,"$35,99",mujer
"BUZO UNICOLOR, H&O, VERDE OLIVA, 100% algodón",https://images.deprati.com.ec/sys-master/images/h94/h1e/11372971589662/16731064-0_product_300Wx450H,"$27,99",mujer
"PARKA UNICOLOR, H&O, BEIGE, 98% ALGODON 2% ELASTANO",https://images.deprati.com.ec/sys-master/images/h8f/h1b/11332697817118/16730930-0_product_300Wx450H,"$59,99",mujer
"CAMISETA SMCRP ESTAMPADA, H&O TRYBU, NARANJA, 100% algodón, Size L",https://images.deprati.com.ec/sys-master/images/h0a/h88/11325886267422/16741062-0_product_300Wx450H,"$15,99",mujer
"BLUSA TIRAS SMCRP C ENCARRUJADO , H&O TRYBU, BEIGE, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hd7/h8c/11383186489374/16707625-0_product_300Wx450H,"$19,99",mujer
"BLAZER MS CON 4 BOTONES, EXPRESSIONS, BEIGE, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h3d/h49/11331407282206/16710131-0_product_300Wx450H,"$59,99",mujer
"BLUSA M3 4 ESTAMPADA, H&O, VERDE COMBINADO, 100% VISCOSA",https://images.deprati.com.ec/sys-master/images/heb/h81/11341811974174/16695897-0_product_300Wx450H,"$27,99",mujer
"ENTERIZO UNICOLOR LARGO, H&O, BEIGE, 59% POLIESTER 32% ALGODON 9% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/h67/h6d/11321395150878/16695785-0_product_300Wx450H,"$39,98",mujer
"PULLOVER UNICOLOR, H&O, CRUDO, 100% ACRILICO",https://images.deprati.com.ec/sys-master/images/h7d/h13/11340686196766/16731350-0_product_300Wx450H,"$23,99",mujer
"CAMISERO ML PRINT, H&O TRYBU, NARANJA COMBINADO, 90% Poliester 10% Elastano",https://images.deprati.com.ec/sys-master/images/h16/h27/11362123087902/16707666-0_product_300Wx450H,"$29,99",mujer
"CAMISETA PRINT TIRAS, H&O TRYBU, NARANJA COMBINADO, 90% Poliester 10% Elastano",https://images.deprati.com.ec/sys-master/images/h08/h7d/11362118828062/16707592-0_product_300Wx450H,"$15,99",mujer
"CAMISETA ML UNICOLOR, H&O, NARANJA, 97% VISCOSA 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h17/h65/11401632710686/16718833-0_product_300Wx450H,"$19,99",mujer
"VESTIDO MC PRINT CUT OUT, H&O, LILA COMBINADO, 100% VISCOSA",https://images.deprati.com.ec/sys-master/images/h0c/hbb/11371016486942/16695928-0_product_300Wx450H,"$35,99",mujer
"BLUSA ML CON AMARRE , H&O, NARANJA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hae/had/11340620922910/16699953-0_product_300Wx450H,"$29,99",mujer
"BLUSA TIRAS C BOTONES, H&O, NEGRO COMBINADO, 67% POLYESTER 30%RAYON 3% ESPANDEX",https://images.deprati.com.ec/sys-master/images/haa/hbd/11330979725342/16719085-0_product_300Wx450H,"$12,00",mujer
"BLUSA ONE SHOULDER TEXTURA, H&O, VERDE LIMON, 100% rayón",https://images.deprati.com.ec/sys-master/images/h29/h54/11340637503518/16719104-0_product_300Wx450H,"$23,99",mujer
"BLUSA MC CON RUCHE, H&O, CRUDO COMBINADO, 100% rayón",https://images.deprati.com.ec/sys-master/images/h13/hc9/11341813088286/16719385-0_product_300Wx450H,"$23,99",mujer
"CAMISETA MC UNICOLOR, H&O TRYBU, VERDE OLIVA, 65% POLIESTER 35% ALGODÓN",https://images.deprati.com.ec/sys-master/images/h72/ha5/11345987174430/16703109-0_product_300Wx450H,"$13,99",mujer
"VESTIDO PRINT FLORAL TIRAS , H&O TRYBU, CORAL COMBINADO, 87% POLIESTER 13%ELASTANO, Size XL",https://images.deprati.com.ec/sys-master/images/haf/h98/11324589834270/16708881-0_product_300Wx450H,"$29,99",mujer
"BLUSA SISA C APLIQUE, H&O, VERDE OLIVA, 100% VISCOSA",https://images.deprati.com.ec/sys-master/images/h21/h26/11340542050334/16695888-0_product_300Wx450H,"$12,00",mujer
"CARDIGAN C FLORES, H&O TRYBU, VERDE LIMON, 100% ACRILICO",https://images.deprati.com.ec/sys-master/images/h00/h4a/11346002214942/16703129-0_product_300Wx450H,"$27,99",mujer
"CAMISERO ML A RAYAS, EXPRESSIONS, AZUL COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h59/hbf/11328937558046/16709902-0_product_300Wx450H,"$35,99",mujer
"CHAQUETA DENIM C PARQUES, H&O, AZUL MEDIO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h9a/h97/11366339182622/16695435-0_product_300Wx450H,"$45,99",mujer
"MOM JEAN, H&O, AZUL MEDIO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h44/h3e/11366327091230/16694929-0_product_300Wx450H,"$31,99",mujer
"WIDE LEG, H&O, CRUDO COMBINADO, 98% ALGODÓN  2% ELASTANO",https://images.deprati.com.ec/sys-master/images/hba/ha5/11366334234654/16695393-0_product_300Wx450H,"$31,99",mujer
